sale_id,sale_date,product_id,branch_id,customer_id,channel,quantity,unit_price,discount_pct,revenue,cost,profit
S00300,2026-01-26,P010,B001,C0006,Store,2,190,0.0,380.0,239.0,141.0
S00301,2026-04-13,P008,B002,C0038,Online,3,1800,0.0,5400.0,3283.35,2116.65
S00302,2026-03-01,P010,B003,C0019,Online,3,190,0.0,570.0,357.61,212.39
S00303,2026-06-19,P009,B002,C0095,Store,1,3100,0.1,2790.0,2386.08,403.92
S00304,2026-02-14,P007,B005,C0068,Online,5,1250,0.15,5312.5,4464.18,848.32
S00305,2026-03-23,P007,B004,C0029,Store,1,1250,0.1,1125.0,843.38,281.62
S00306,2026-03-18,P003,B004,C0018,Corporate,2,950,0.05,1805.0,1313.77,491.23
S00307,2026-04-10,P004,B003,C0012,Store,2,420,0.05,798.0,629.52,168.48
S00308,2026-05-18,P004,B001,C0010,Store,2,420,0.1,756.0,493.84,262.16
S00309,2026-02-18,P010,B005,C0002,Store,1,190,0.0,190.0,121.72,68.28
S00310,2026-02-24,P004,B001,C0091,Online,3,420,0.0,1260.0,906.1,353.9
S00311,2026-02-22,P007,B002,C0084,Online,3,1250,0.05,3562.5,2524.69,1037.81
S00312,2026-04-02,P005,B003,C0093,Store,3,360,0.05,1026.0,647.7,378.3
S00313,2026-05-01,P006,B002,C0095,Store,1,780,0.1,702.0,587.2,114.8
S00314,2026-02-07,P001,B003,C0020,Online,2,4200,0.15,7140.0,5573.53,1566.47
S00315,2026-02-20,P006,B002,C0088,Store,3,780,0.05,2223.0,1614.9,608.1
S00316,2026-03-28,P005,B004,C0094,Corporate,2,360,0.05,684.0,483.96,200.04
S00317,2026-04-01,P003,B002,C0008,Online,2,950,0.1,1710.0,1478.32,231.68
S00318,2026-05-15,P001,B001,C0081,Corporate,2,4200,0.0,8400.0,5564.82,2835.18
S00319,2026-03-01,P002,B002,C0082,Store,2,3200,0.0,6400.0,3789.38,2610.62
S00320,2026-06-20,P010,B004,C0002,Online,1,190,0.1,171.0,131.16,39.84
S00321,2026-01-05,P009,B003,C0087,Online,1,3100,0.1,2790.0,2302.16,487.84
S00322,2026-04-21,P003,B001,C0068,Corporate,2,950,0.0,1900.0,1174.93,725.07
S00323,2026-03-06,P006,B003,C0032,Online,1,780,0.05,741.0,524.0,217.0
S00324,2026-06-28,P004,B003,C0084,Online,3,420,0.15,1071.0,980.7,90.3
S00325,2026-01-09,P002,B004,C0090,Store,2,3200,0.0,6400.0,4527.04,1872.96
S00326,2026-02-13,P002,B004,C0013,Online,2,3200,0.0,6400.0,4436.3,1963.7
S00327,2026-05-16,P001,B002,C0006,Store,3,4200,0.1,11340.0,8506.26,2833.74
S00328,2026-01-20,P005,B005,C0027,Online,1,360,0.0,360.0,209.93,150.07
S00329,2026-05-31,P003,B004,C0050,Corporate,1,950,0.1,855.0,596.69,258.31
S00330,2026-06-23,P009,B003,C0065,Store,2,3100,0.15,5270.0,4493.96,776.04
S00331,2026-03-30,P001,B001,C0079,Store,3,4200,0.0,12600.0,8833.03,3766.97
S00332,2026-06-02,P007,B003,C0046,Store,1,1250,0.05,1187.5,847.65,339.85
S00333,2026-05-22,P007,B004,C0080,Store,2,1250,0.05,2375.0,1492.85,882.15
S00334,2026-03-17,P004,B001,C0020,Store,1,420,0.15,357.0,309.45,47.55
S00335,2026-04-10,P006,B003,C0098,Store,1,780,0.0,780.0,521.78,258.22
S00336,2026-03-11,P002,B002,C0053,Store,1,3200,0.1,2880.0,2211.03,668.97
S00337,2026-01-27,P001,B001,C0050,Store,1,4200,0.1,3780.0,3094.93,685.07
S00338,2026-01-04,P005,B004,C0032,Store,1,360,0.1,324.0,273.97,50.03
S00339,2026-05-27,P009,B002,C0064,Online,1,3100,0.0,3100.0,1984.7,1115.3
S00340,2026-02-07,P002,B002,C0047,Store,1,3200,0.05,3040.0,2356.91,683.09
S00341,2026-03-06,P004,B004,C0001,Online,1,420,0.0,420.0,254.98,165.02
S00342,2026-04-12,P006,B005,C0084,Store,3,780,0.05,2223.0,1513.86,709.14
S00343,2026-06-02,P003,B003,C0023,Store,4,950,0.0,3800.0,2568.05,1231.95
S00344,2026-04-12,P006,B003,C0042,Online,2,780,0.1,1404.0,1148.78,255.22
S00345,2026-04-07,P005,B004,C0070,Store,4,360,0.0,1440.0,1005.76,434.24
S00346,2026-02-16,P009,B001,C0038,Corporate,2,3100,0.15,5270.0,3855.96,1414.04
S00347,2026-06-27,P002,B004,C0085,Online,1,3200,0.0,3200.0,2010.89,1189.11
S00348,2026-02-09,P007,B004,C0069,Store,5,1250,0.05,5937.5,4352.81,1584.69
S00349,2026-05-10,P007,B005,C0069,Store,4,1250,0.15,4250.0,3795.5,454.5
S00350,2026-06-02,P002,B001,C0079,Online,2,3200,0.0,6400.0,3924.91,2475.09
S00351,2026-01-12,P010,B004,C0013,Corporate,1,190,0.05,180.5,114.23,66.27
S00352,2026-03-08,P004,B005,C0058,Online,2,420,0.15,714.0,583.84,130.16
S00353,2026-04-06,P007,B004,C0004,Online,2,1250,0.1,2250.0,1525.37,724.63
S00354,2026-05-04,P002,B003,C0094,Store,4,3200,0.0,12800.0,9552.17,3247.83
S00355,2026-02-06,P006,B003,C0061,Store,3,780,0.1,2106.0,1583.21,522.79
S00356,2026-01-25,P008,B004,C0044,Store,1,1800,0.15,1530.0,1085.43,444.57
S00357,2026-06-15,P002,B002,C0021,Corporate,2,3200,0.1,5760.0,3935.3,1824.7
S00358,2026-03-26,P009,B004,C0024,Corporate,1,3100,0.05,2945.0,2188.45,756.55
S00359,2026-06-13,P007,B004,C0055,Store,2,1250,0.0,2500.0,1674.79,825.21
S00360,2026-04-10,P001,B002,C0069,Store,3,4200,0.0,12600.0,8762.92,3837.08
S00361,2026-02-17,P006,B003,C0068,Store,1,780,0.15,663.0,586.97,76.03
S00362,2026-06-13,P006,B005,C0059,Store,1,780,0.0,780.0,506.68,273.32
S00363,2026-06-08,P003,B003,C0016,Corporate,2,950,0.15,1615.0,1152.9,462.1
S00364,2026-03-03,P005,B001,C0077,Store,2,360,0.1,648.0,473.54,174.46
S00365,2026-02-05,P010,B004,C0083,Store,2,190,0.1,342.0,273.1,68.9
S00366,2026-02-14,P009,B002,C0080,Online,1,3100,0.0,3100.0,2320.03,779.97
S00367,2026-01-14,P006,B001,C0065,Online,1,780,0.05,741.0,602.76,138.24
S00368,2026-06-17,P008,B004,C0011,Online,1,1800,0.05,1710.0,1219.93,490.07
S00369,2026-05-25,P001,B002,C0100,Store,1,4200,0.1,3780.0,2678.48,1101.52
S00370,2026-04-28,P010,B004,C0070,Online,1,190,0.0,190.0,120.38,69.62
S00371,2026-04-04,P009,B001,C0014,Online,1,3100,0.0,3100.0,2411.66,688.34
S00372,2026-06-17,P004,B003,C0012,Corporate,1,420,0.0,420.0,272.88,147.12
S00373,2026-04-23,P002,B002,C0091,Store,2,3200,0.15,5440.0,4160.81,1279.19
S00374,2026-06-06,P007,B002,C0073,Online,3,1250,0.0,3750.0,2779.08,970.92
S00375,2026-03-31,P009,B003,C0074,Online,1,3100,0.15,2635.0,1979.43,655.57
S00376,2026-03-10,P009,B001,C0036,Store,3,3100,0.05,8835.0,7102.91,1732.09
S00377,2026-06-17,P003,B002,C0087,Store,2,950,0.0,1900.0,1391.36,508.64
S00378,2026-04-11,P008,B002,C0010,Online,1,1800,0.05,1710.0,1179.06,530.94
S00379,2026-06-12,P002,B004,C0063,Online,1,3200,0.0,3200.0,2147.01,1052.99
S00380,2026-03-25,P010,B001,C0059,Corporate,3,190,0.0,570.0,413.93,156.07
S00381,2026-06-12,P006,B001,C0064,Online,1,780,0.05,741.0,581.08,159.92
S00382,2026-03-10,P006,B003,C0044,Store,2,780,0.1,1404.0,1170.76,233.24
S00383,2026-06-24,P001,B001,C0021,Store,3,4200,0.05,11970.0,7349.03,4620.97
S00384,2026-04-23,P008,B001,C0084,Corporate,1,1800,0.15,1530.0,1371.39,158.61
S00385,2026-03-19,P003,B003,C0084,Store,1,950,0.0,950.0,621.65,328.35
S00386,2026-02-12,P001,B004,C0012,Online,2,4200,0.0,8400.0,5593.11,2806.89
S00387,2026-06-30,P002,B001,C0088,Store,1,3200,0.1,2880.0,2000.76,879.24
S00388,2026-04-24,P001,B001,C0062,Online,3,4200,0.05,11970.0,9056.96,2913.04
S00389,2026-01-19,P004,B004,C0039,Store,3,420,0.0,1260.0,809.76,450.24
S00390,2026-02-05,P007,B002,C0002,Online,2,1250,0.0,2500.0,1715.25,784.75
S00391,2026-06-06,P003,B004,C0053,Store,1,950,0.15,807.5,579.76,227.74
S00392,2026-06-07,P008,B002,C0050,Store,1,1800,0.0,1800.0,1256.25,543.75
S00393,2026-03-31,P007,B003,C0071,Online,1,1250,0.15,1062.5,746.06,316.44
S00394,2026-06-03,P010,B005,C0085,Store,4,190,0.0,760.0,569.68,190.32
S00395,2026-03-19,P004,B005,C0007,Online,1,420,0.05,399.0,268.43,130.57
S00396,2026-03-03,P008,B004,C0002,Store,2,1800,0.1,3240.0,2139.13,1100.87
S00397,2026-04-03,P006,B002,C0088,Store,3,780,0.05,2223.0,1528.21,694.79
S00398,2026-02-14,P008,B001,C0008,Store,1,1800,0.0,1800.0,1121.67,678.33
S00399,2026-04-12,P009,B003,C0052,Online,2,3100,0.05,5890.0,4121.23,1768.77
S00400,2026-01-22,P009,B005,C0027,Online,1,3100,0.0,3100.0,1846.99,1253.01
S00401,2026-02-09,P009,B003,C0009,Store,2,3100,0.15,5270.0,4440.51,829.49
S00402,2026-03-21,P007,B002,C0079,Store,1,1250,0.05,1187.5,754.0,433.5
S00403,2026-06-05,P001,B003,C0091,Online,2,4200,0.0,8400.0,5072.66,3327.34
S00404,2026-02-05,P001,B002,C0093,Online,1,4200,0.1,3780.0,3093.71,686.29
S00405,2026-03-08,P003,B003,C0016,Store,3,950,0.0,2850.0,2070.77,779.23
S00406,2026-01-08,P006,B004,C0081,Store,1,780,0.15,663.0,604.51,58.49
S00407,2026-01-20,P008,B004,C0021,Online,1,1800,0.1,1620.0,1104.08,515.92
S00408,2026-03-07,P002,B005,C0006,Online,1,3200,0.15,2720.0,2181.65,538.35
S00409,2026-01-04,P004,B001,C0005,Online,1,420,0.0,420.0,258.63,161.37
S00410,2026-05-22,P007,B002,C0010,Store,1,1250,0.15,1062.5,804.98,257.52
S00411,2026-05-27,P006,B001,C0067,Online,4,780,0.0,3120.0,1948.87,1171.13
S00412,2026-01-12,P007,B001,C0071,Corporate,3,1250,0.0,3750.0,2420.48,1329.52
S00413,2026-04-27,P001,B003,C0032,Store,2,4200,0.0,8400.0,6114.49,2285.51
S00414,2026-04-29,P006,B005,C0070,Corporate,5,780,0.0,3900.0,2833.32,1066.68
S00415,2026-03-04,P003,B001,C0089,Corporate,1,950,0.1,855.0,616.82,238.18
S00416,2026-01-03,P006,B001,C0014,Online,1,780,0.15,663.0,565.85,97.15
S00417,2026-02-22,P009,B002,C0012,Store,4,3100,0.0,12400.0,8956.9,3443.1
S00418,2026-01-12,P004,B005,C0011,Store,3,420,0.05,1197.0,976.39,220.61
S00419,2026-05-29,P002,B005,C0008,Store,3,3200,0.0,9600.0,6704.44,2895.56
S00420,2026-04-22,P003,B002,C0095,Store,3,950,0.05,2707.5,2052.41,655.09
S00421,2026-03-25,P006,B004,C0099,Store,1,780,0.0,780.0,473.63,306.37
S00422,2026-05-30,P002,B002,C0069,Store,1,3200,0.0,3200.0,2116.17,1083.83
S00423,2026-04-02,P004,B004,C0088,Store,1,420,0.0,420.0,251.2,168.8
S00424,2026-03-19,P010,B001,C0032,Store,3,190,0.0,570.0,341.0,229.0
S00425,2026-04-02,P007,B005,C0052,Store,1,1250,0.0,1250.0,732.77,517.23
S00426,2026-04-26,P009,B005,C0008,Store,2,3100,0.0,6200.0,3746.6,2453.4
S00427,2026-02-26,P003,B002,C0011,Online,1,950,0.15,807.5,729.14,78.36
S00428,2026-05-30,P010,B003,C0083,Corporate,1,190,0.0,190.0,117.71,72.29
S00429,2026-04-24,P003,B001,C0060,Corporate,3,950,0.0,2850.0,1722.84,1127.16
S00430,2026-01-13,P003,B005,C0088,Store,2,950,0.05,1805.0,1113.2,691.8
S00431,2026-04-20,P003,B003,C0020,Store,1,950,0.0,950.0,635.74,314.26
S00432,2026-01-09,P010,B005,C0071,Online,2,190,0.05,361.0,251.71,109.29
S00433,2026-05-03,P001,B001,C0068,Store,1,4200,0.0,4200.0,2975.83,1224.17
S00434,2026-03-05,P009,B001,C0063,Corporate,3,3100,0.0,9300.0,6286.21,3013.79
S00435,2026-03-30,P010,B005,C0029,Store,1,190,0.0,190.0,122.32,67.68
S00436,2026-01-08,P005,B001,C0030,Online,2,360,0.0,720.0,528.03,191.97
S00437,2026-02-10,P002,B002,C0029,Online,1,3200,0.15,2720.0,1891.78,828.22
S00438,2026-05-28,P007,B003,C0076,Corporate,5,1250,0.0,6250.0,3845.13,2404.87
S00439,2026-03-23,P006,B005,C0073,Store,2,780,0.1,1404.0,1080.65,323.35
S00440,2026-02-18,P008,B005,C0078,Store,2,1800,0.0,3600.0,2128.44,1471.56
S00441,2026-02-26,P001,B005,C0017,Online,1,4200,0.1,3780.0,2605.23,1174.77
S00442,2026-03-29,P003,B003,C0100,Store,1,950,0.15,807.5,725.27,82.23
S00443,2026-01-29,P009,B003,C0013,Corporate,1,3100,0.15,2635.0,2043.27,591.73
S00444,2026-03-28,P005,B003,C0063,Store,1,360,0.05,342.0,265.81,76.19
S00445,2026-06-16,P006,B002,C0029,Online,2,780,0.1,1404.0,1150.34,253.66
S00446,2026-06-20,P010,B002,C0094,Store,2,190,0.0,380.0,230.08,149.92
S00447,2026-01-01,P010,B004,C0078,Corporate,3,190,0.1,513.0,334.29,178.71
S00448,2026-03-23,P010,B002,C0096,Online,1,190,0.05,180.5,115.54,64.96
S00449,2026-01-20,P004,B003,C0086,Corporate,1,420,0.0,420.0,312.62,107.38
S00450,2026-06-13,P006,B004,C0033,Store,1,780,0.15,663.0,462.98,200.02
S00451,2026-01-28,P001,B001,C0064,Store,2,4200,0.0,8400.0,6358.05,2041.95
S00452,2026-04-07,P006,B005,C0088,Store,3,780,0.1,2106.0,1661.85,444.15
S00453,2026-02-27,P003,B004,C0034,Store,3,950,0.0,2850.0,1664.44,1185.56
S00454,2026-01-27,P002,B003,C0012,Store,1,3200,0.15,2720.0,1904.0,816.0
S00455,2026-03-28,P010,B005,C0022,Corporate,2,190,0.05,361.0,292.03,68.97
S00456,2026-06-05,P007,B002,C0071,Store,1,1250,0.0,1250.0,827.32,422.68
S00457,2026-05-19,P005,B003,C0063,Store,1,360,0.05,342.0,249.97,92.03
S00458,2026-02-09,P001,B003,C0062,Store,1,4200,0.15,3570.0,2961.08,608.92
S00459,2026-02-21,P002,B001,C0015,Store,2,3200,0.0,6400.0,4318.17,2081.83
S00460,2026-03-20,P007,B004,C0050,Online,2,1250,0.0,2500.0,1770.93,729.07
S00461,2026-02-17,P006,B004,C0034,Store,1,780,0.0,780.0,521.0,259.0
S00462,2026-02-27,P005,B005,C0086,Store,3,360,0.15,918.0,647.29,270.71
S00463,2026-03-30,P009,B004,C0050,Corporate,2,3100,0.1,5580.0,3671.62,1908.38
S00464,2026-05-14,P007,B005,C0061,Online,4,1250,0.1,4500.0,3781.65,718.35
S00465,2026-03-18,P002,B004,C0067,Corporate,2,3200,0.1,5760.0,4443.16,1316.84
S00466,2026-05-27,P010,B002,C0022,Store,3,190,0.0,570.0,438.79,131.21
S00467,2026-02-24,P004,B002,C0081,Store,1,420,0.15,357.0,280.17,76.83
S00468,2026-02-07,P010,B003,C0072,Store,2,190,0.0,380.0,227.01,152.99
S00469,2026-04-12,P009,B003,C0080,Corporate,2,3100,0.0,6200.0,4571.32,1628.68
S00470,2026-05-31,P009,B004,C0098,Store,1,3100,0.1,2790.0,2162.52,627.48
S00471,2026-01-26,P002,B005,C0053,Online,3,3200,0.1,8640.0,7257.86,1382.14
S00472,2026-03-09,P007,B004,C0019,Online,2,1250,0.0,2500.0,1587.71,912.29
S00473,2026-06-08,P010,B004,C0007,Store,3,190,0.0,570.0,409.32,160.68
S00474,2026-05-02,P005,B003,C0063,Store,3,360,0.0,1080.0,693.57,386.43
S00475,2026-06-28,P002,B002,C0042,Store,5,3200,0.05,15200.0,11756.9,3443.1
S00476,2026-03-10,P007,B005,C0053,Online,1,1250,0.0,1250.0,953.36,296.64
S00477,2026-05-05,P009,B003,C0091,Online,2,3100,0.0,6200.0,3677.37,2522.63
S00478,2026-05-10,P007,B002,C0025,Online,2,1250,0.1,2250.0,1464.47,785.53
S00479,2026-02-21,P001,B002,C0036,Store,1,4200,0.0,4200.0,3027.89,1172.11
S00480,2026-04-05,P008,B005,C0048,Store,4,1800,0.15,6120.0,4220.01,1899.99
S00481,2026-05-06,P010,B004,C0045,Store,3,190,0.1,513.0,393.45,119.55
S00482,2026-02-11,P005,B001,C0100,Store,1,360,0.0,360.0,270.28,89.72
S00483,2026-02-24,P004,B002,C0100,Online,1,420,0.05,399.0,286.72,112.28
S00484,2026-06-24,P001,B004,C0029,Corporate,2,4200,0.1,7560.0,6217.45,1342.55
S00485,2026-03-06,P010,B003,C0049,Online,2,190,0.0,380.0,252.61,127.39
S00486,2026-03-31,P008,B003,C0051,Store,1,1800,0.1,1620.0,1340.75,279.25
S00487,2026-05-30,P002,B001,C0077,Online,2,3200,0.0,6400.0,4430.67,1969.33
S00488,2026-06-05,P005,B003,C0082,Online,2,360,0.0,720.0,559.92,160.08
S00489,2026-03-25,P005,B003,C0020,Online,4,360,0.15,1224.0,921.25,302.75
S00490,2026-05-13,P004,B001,C0041,Online,3,420,0.1,1134.0,832.63,301.37
S00491,2026-06-24,P003,B001,C0052,Online,5,950,0.0,4750.0,3616.57,1133.43
S00492,2026-04-10,P001,B005,C0092,Online,2,4200,0.0,8400.0,5448.52,2951.48
S00493,2026-02-26,P009,B004,C0022,Corporate,2,3100,0.1,5580.0,3968.24,1611.76
S00494,2026-06-18,P009,B002,C0072,Store,2,3100,0.15,5270.0,3916.73,1353.27
S00495,2026-02-16,P006,B001,C0043,Store,1,780,0.0,780.0,517.99,262.01
S00496,2026-04-06,P005,B005,C0082,Store,3,360,0.05,1026.0,637.99,388.01
S00497,2026-05-30,P010,B005,C0088,Store,3,190,0.1,513.0,344.26,168.74
S00498,2026-04-08,P009,B003,C0026,Store,3,3100,0.0,9300.0,5649.5,3650.5
S00499,2026-03-29,P007,B005,C0092,Corporate,5,1250,0.0,6250.0,4020.48,2229.52
S00500,2026-02-16,P002,B004,C0001,Store,5,3200,0.0,16000.0,11310.4,4689.6
S00501,2026-04-26,P005,B002,C0098,Online,1,360,0.0,360.0,244.05,115.95
S00502,2026-01-23,P003,B005,C0050,Store,1,950,0.05,902.5,734.41,168.09
S00503,2026-01-02,P001,B005,C0097,Store,1,4200,0.0,4200.0,3185.29,1014.71
S00504,2026-05-16,P004,B001,C0045,Online,2,420,0.0,840.0,525.21,314.79
S00505,2026-03-21,P003,B001,C0006,Store,2,950,0.0,1900.0,1126.81,773.19
S00506,2026-03-18,P005,B004,C0088,Online,2,360,0.0,720.0,480.05,239.95
S00507,2026-02-04,P006,B004,C0029,Store,1,780,0.05,741.0,455.38,285.62
S00508,2026-02-03,P004,B001,C0005,Online,1,420,0.0,420.0,303.33,116.67
S00509,2026-04-07,P005,B005,C0084,Online,2,360,0.0,720.0,512.92,207.08
S00510,2026-01-06,P001,B001,C0090,Store,1,4200,0.1,3780.0,2648.3,1131.7
S00511,2026-02-09,P004,B001,C0080,Store,2,420,0.15,714.0,574.61,139.39
S00512,2026-06-05,P003,B004,C0037,Online,1,950,0.15,807.5,668.36,139.14
S00513,2026-01-30,P002,B004,C0026,Store,1,3200,0.0,3200.0,2388.16,811.84
S00514,2026-04-02,P007,B003,C0062,Store,2,1250,0.0,2500.0,1794.1,705.9
S00515,2026-03-26,P004,B001,C0086,Store,1,420,0.0,420.0,313.76,106.24
S00516,2026-05-07,P003,B001,C0033,Online,1,950,0.15,807.5,570.25,237.25
S00517,2026-06-14,P004,B004,C0023,Corporate,1,420,0.05,399.0,247.81,151.19
S00518,2026-01-11,P005,B003,C0098,Online,1,360,0.15,306.0,217.14,88.86
S00519,2026-01-12,P001,B002,C0080,Online,1,4200,0.0,4200.0,3187.4,1012.6
S00520,2026-03-10,P002,B003,C0059,Online,1,3200,0.05,3040.0,2112.16,927.84
S00521,2026-03-11,P007,B004,C0090,Online,2,1250,0.0,2500.0,1506.53,993.47
S00522,2026-01-16,P003,B001,C0024,Store,2,950,0.1,1710.0,1359.79,350.21
S00523,2026-06-06,P007,B003,C0017,Online,3,1250,0.15,3187.5,2905.08,282.42
S00524,2026-05-04,P008,B001,C0041,Corporate,1,1800,0.0,1800.0,1138.18,661.82
S00525,2026-01-04,P009,B005,C0067,Online,1,3100,0.15,2635.0,2339.35,295.65
S00526,2026-05-14,P010,B001,C0087,Store,2,190,0.05,361.0,246.68,114.32
S00527,2026-06-14,P007,B002,C0083,Online,2,1250,0.1,2250.0,1477.28,772.72
S00528,2026-02-10,P009,B004,C0042,Corporate,3,3100,0.0,9300.0,6791.66,2508.34
S00529,2026-03-03,P006,B003,C0031,Store,1,780,0.15,663.0,511.47,151.53
S00530,2026-01-21,P008,B004,C0016,Online,1,1800,0.05,1710.0,1204.94,505.06
S00531,2026-05-08,P001,B001,C0012,Store,1,4200,0.1,3780.0,2436.14,1343.86
S00532,2026-06-04,P010,B003,C0044,Corporate,2,190,0.15,323.0,271.43,51.57
S00533,2026-04-04,P001,B002,C0092,Online,1,4200,0.1,3780.0,2939.96,840.04
S00534,2026-06-18,P006,B004,C0046,Store,3,780,0.0,2340.0,1358.23,981.77
S00535,2026-06-12,P005,B005,C0064,Online,2,360,0.0,720.0,546.75,173.25
S00536,2026-02-05,P007,B001,C0051,Store,1,1250,0.0,1250.0,957.55,292.45
S00537,2026-02-25,P008,B002,C0082,Online,1,1800,0.05,1710.0,1060.74,649.26
S00538,2026-06-22,P010,B001,C0065,Online,2,190,0.15,323.0,265.19,57.81
S00539,2026-02-04,P008,B001,C0062,Online,1,1800,0.05,1710.0,1345.97,364.03
S00540,2026-05-11,P003,B005,C0077,Store,3,950,0.0,2850.0,1873.82,976.18
S00541,2026-06-05,P006,B005,C0098,Corporate,1,780,0.1,702.0,595.28,106.72
S00542,2026-03-05,P005,B004,C0018,Corporate,5,360,0.05,1710.0,1333.73,376.27
S00543,2026-04-16,P010,B005,C0071,Store,2,190,0.0,380.0,274.5,105.5
S00544,2026-06-11,P004,B002,C0087,Store,2,420,0.15,714.0,545.21,168.79
S00545,2026-02-03,P003,B005,C0046,Online,2,950,0.15,1615.0,1145.85,469.15
S00546,2026-05-24,P008,B005,C0069,Online,2,1800,0.05,3420.0,2573.46,846.54
S00547,2026-03-15,P007,B001,C0008,Online,1,1250,0.0,1250.0,738.27,511.73
S00548,2026-02-21,P005,B002,C0089,Corporate,2,360,0.0,720.0,538.47,181.53
S00549,2026-03-17,P004,B005,C0087,Store,3,420,0.0,1260.0,886.06,373.94
S00550,2026-05-24,P004,B005,C0086,Store,2,420,0.15,714.0,535.52,178.48
S00551,2026-01-13,P007,B004,C0071,Store,3,1250,0.15,3187.5,2409.49,778.01
S00552,2026-01-14,P001,B003,C0082,Store,3,4200,0.05,11970.0,9399.56,2570.44
S00553,2026-06-30,P006,B005,C0038,Online,2,780,0.15,1326.0,1205.66,120.34
S00554,2026-04-25,P003,B001,C0006,Store,1,950,0.1,855.0,573.68,281.32
S00555,2026-04-20,P005,B005,C0060,Store,1,360,0.0,360.0,209.21,150.79
S00556,2026-07-01,P003,B001,C0081,Store,1,950,0.0,950.0,698.0,252.0
S00557,2026-06-07,P005,B004,C0041,Online,2,360,0.0,720.0,530.5,189.5
S00558,2026-05-15,P004,B002,C0069,Online,3,420,0.0,1260.0,835.61,424.39
S00559,2026-04-14,P002,B003,C0038,Store,1,3200,0.0,3200.0,2067.88,1132.12
S00560,2026-02-25,P010,B005,C0086,Online,2,190,0.15,323.0,221.07,101.93
S00561,2026-03-30,P008,B002,C0006,Corporate,2,1800,0.1,3240.0,2263.56,976.44
S00562,2026-06-24,P006,B004,C0093,Corporate,4,780,0.05,2964.0,1969.71,994.29
S00563,2026-03-14,P001,B005,C0006,Online,1,4200,0.1,3780.0,2810.27,969.73
S00564,2026-03-17,P004,B003,C0099,Online,4,420,0.0,1680.0,1300.87,379.13
S00565,2026-05-18,P009,B001,C0088,Online,1,3100,0.15,2635.0,2277.62,357.38
S00566,2026-04-19,P002,B002,C0083,Online,2,3200,0.15,5440.0,4704.26,735.74
S00567,2026-01-19,P003,B001,C0023,Online,1,950,0.0,950.0,564.92,385.08
S00568,2026-03-06,P009,B001,C0058,Online,1,3100,0.0,3100.0,2050.73,1049.27
S00569,2026-06-11,P007,B004,C0083,Store,1,1250,0.0,1250.0,858.71,391.29
S00570,2026-06-08,P002,B005,C0014,Store,3,3200,0.0,9600.0,7349.85,2250.15
S00571,2026-03-16,P005,B005,C0085,Store,3,360,0.05,1026.0,708.79,317.21
S00572,2026-01-08,P008,B002,C0070,Online,1,1800,0.05,1710.0,1330.84,379.16
S00573,2026-03-17,P003,B003,C0002,Online,4,950,0.15,3230.0,2696.43,533.57
S00574,2026-05-22,P009,B002,C0071,Store,1,3100,0.1,2790.0,2042.33,747.67
S00575,2026-01-22,P005,B002,C0083,Online,4,360,0.0,1440.0,896.18,543.82
S00576,2026-05-12,P003,B002,C0024,Store,2,950,0.0,1900.0,1175.84,724.16
S00577,2026-06-21,P010,B001,C0071,Corporate,4,190,0.1,684.0,510.91,173.09
S00578,2026-01-19,P005,B001,C0043,Store,1,360,0.1,324.0,243.88,80.12
S00579,2026-04-02,P003,B002,C0058,Store,2,950,0.0,1900.0,1222.76,677.24
S00580,2026-03-26,P010,B003,C0041,Online,1,190,0.1,171.0,124.05,46.95
S00581,2026-04-20,P003,B001,C0056,Store,3,950,0.15,2422.5,2074.7,347.8
S00582,2026-03-12,P006,B002,C0046,Online,1,780,0.05,741.0,524.6,216.4
S00583,2026-03-20,P008,B005,C0018,Store,2,1800,0.0,3600.0,2694.09,905.91
S00584,2026-05-18,P004,B003,C0003,Online,2,420,0.15,714.0,499.87,214.13
S00585,2026-05-10,P001,B005,C0071,Online,3,4200,0.0,12600.0,9591.89,3008.11
S00586,2026-03-08,P009,B005,C0099,Online,3,3100,0.0,9300.0,6124.05,3175.95
S00587,2026-05-31,P005,B002,C0002,Online,2,360,0.05,684.0,470.0,214.0
S00588,2026-06-19,P004,B005,C0023,Online,3,420,0.0,1260.0,843.25,416.75
S00589,2026-05-25,P010,B002,C0098,Online,2,190,0.0,380.0,223.47,156.53
S00590,2026-05-05,P004,B001,C0047,Store,1,420,0.15,357.0,260.97,96.03
S00591,2026-04-10,P008,B004,C0091,Corporate,1,1800,0.15,1530.0,1160.67,369.33
S00592,2026-05-14,P005,B003,C0047,Online,2,360,0.05,684.0,511.73,172.27
S00593,2026-05-31,P002,B005,C0046,Store,5,3200,0.0,16000.0,10932.39,5067.61
S00594,2026-03-30,P008,B004,C0030,Corporate,1,1800,0.0,1800.0,1202.36,597.64
S00595,2026-01-20,P009,B003,C0016,Store,1,3100,0.0,3100.0,2171.25,928.75
S00596,2026-06-19,P004,B004,C0062,Online,2,420,0.05,798.0,600.64,197.36
S00597,2026-02-23,P010,B002,C0074,Online,1,190,0.0,190.0,111.84,78.16
S00598,2026-06-01,P003,B002,C0022,Online,1,950,0.1,855.0,578.9,276.1
S00599,2026-03-08,P003,B005,C0093,Corporate,2,950,0.1,1710.0,1344.3,365.7
S00600,2026-06-19,P005,B001,C0022,Store,2,360,0.05,684.0,542.49,141.51
